1077172357	20211221	202112	2021	2021.9616	AFG	AFGHANISTAN	AFG								QAT	QATAR	QAT								0	100	100	10	3	-5.0	2	1	2	-2.95930949445129	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20221221193000	https://www.whas11.com/article/news/nation-world/taliban-fighters-enforce-university-ban-afghanistan/507-a7adcd59-afeb-48ce-9e1e-1816541f7115
1077172358	20211221	202112	2021	2021.9616	GBR	LONDON	GBR																		0	1724	172	17	4	-5.0	6	1	6	-6.8421052631579	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20221221193000	https://www.foxbusiness.com/retail/san-francisco-businesses-demand-full-tax-refund-city-coping-area-controlled-drug-dealers
1077172359	20211221	202112	2021	2021.9616	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	1724	172	17	4	-5.0	2	1	2	-6.8421052631579	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20221221193000	https://www.foxbusiness.com/retail/san-francisco-businesses-demand-full-tax-refund-city-coping-area-controlled-drug-dealers
1077172360	20211221	202112	2021	2021.9616	GOV	PRESIDENT						GOV			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	3	1	3	5.47008547008547	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20221221193000	https://governor.maryland.gov/2022/12/21/maryland-board-of-public-works-approves-final-leases-to-move-state-agencies-to-downtown-baltimore/
1077172361	20211221	202112	2021	2021.9616	GOV	PRESIDENT						GOV			BUS	BUSINESS						BUS			0	020	020	02	1	3.0	2	1	2	5.47008547008547	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20221221193000	https://governor.maryland.gov/2022/12/21/maryland-board-of-public-works-approves-final-leases-to-move-state-agencies-to-downtown-baltimore/
1077172362	20211221	202112	2021	2021.9616	NGA	NIGERIA	NGA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	4	1	4	-0.18214936247723	4	Arochukwu, Abia, Nigeria	NI	NI45	191357	5.38979	7.91404	-2000435	4	Arochukwu, Abia, Nigeria	NI	NI45	191357	5.38979	7.91404	-2000435	4	Arochukwu, Abia, Nigeria	NI	NI45	191357	5.38979	7.91404	-2000435	20221221193000	https://www.nationalaccordnewspaper.com/unubiko-foundation-set-to-hand-over-renovated-school-court-others-to-community/
1077172363	20211221	202112	2021	2021.9616	TUR	TURKEY	TUR																		1	172	172	17	4	-5.0	4	1	4	-5.61497326203209	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20221221193000	https://www.al-monitor.com/originals/2022/12/turkeys-media-board-fines-tv-chains-imamoglu-coverage
1077172364	20211221	202112	2021	2021.9616	TUR	TURKEY	TUR								COP	PRISON						COP			1	173	173	17	4	-5.0	4	1	4	-5.61497326203209	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20221221193000	https://www.al-monitor.com/originals/2022/12/turkeys-media-board-fines-tv-chains-imamoglu-coverage
1077172365	20211221	202112	2021	2021.9616	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV													1	172	172	17	4	-5.0	6	1	6	-5.61497326203209	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	0								4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20221221193000	https://www.al-monitor.com/originals/2022/12/turkeys-media-board-fines-tv-chains-imamoglu-coverage
1077172366	20211221	202112	2021	2021.9616	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			COP	PRISON						COP			1	173	173	17	4	-5.0	6	1	6	-5.61497326203209	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20221221193000	https://www.al-monitor.com/originals/2022/12/turkeys-media-board-fines-tv-chains-imamoglu-coverage
1077172367	20211221	202112	2021	2021.9616	USA	UNITED STATES	USA																		0	1724	172	17	4	-5.0	2	1	2	-6.8421052631579	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20221221193000	https://www.foxbusiness.com/retail/san-francisco-businesses-demand-full-tax-refund-city-coping-area-controlled-drug-dealers
1077172368	20211221	202112	2021	2021.9616	USA	TEXAS	USA								USACOP	UNITED STATES	USA					COP			1	084	084	08	2	7.0	4	1	4	-5.5045871559633	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20221221193000	https://news.yahoo.com/missing-lina-sardar-khil-texas-170005983.html
1077172369	20211221	202112	2021	2021.9616	USACOP	TEXAS	USA					COP													1	084	084	08	2	7.0	6	1	6	-5.5045871559633	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20221221193000	https://news.yahoo.com/missing-lina-sardar-khil-texas-170005983.html
1077172370	20211221	202112	2021	2021.9616	USAJUD	DISTRICT OF COLUMBIA	USA					JUD			USA	DISTRICT OF COLUMBIA	USA								1	020	020	02	1	3.0	5	1	5	-1.53015301530153	3	Chesapeake Bay, Maryland, United States	US	USMD	MD039	38.5168	-76.383	597227	3	Chesapeake Bay, Maryland, United States	US	USMD		38.5168	-76.383	597227	3	Chesapeake Bay, Maryland, United States	US	USMD		38.5168	-76.383	597227	20221221193000	https://www.yorkdispatch.com/story/news/local/2022/12/21/federal-court-invalidates-50-year-license-for-marylands-conowingo-dam/69748113007/
1077172371	20221121	202211	2022	2022.8795											CVL	SETTLEMENT						CVL			1	030	030	03	1	4.0	10	1	10	-7.07964601769911	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20221221193000	https://www.wsiltv.com/news/50-states-sign-up-for-walmarts-opioid-settlement-framework/article_15bf5620-bed3-5dea-b5bc-f20b85ec4a69.html
1077172372	20221121	202211	2022	2022.8795											CVL	SETTLEMENT						CVL			1	050	050	05	1	3.5	10	1	10	-7.07964601769911	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20221221193000	https://www.wsiltv.com/news/50-states-sign-up-for-walmarts-opioid-settlement-framework/article_15bf5620-bed3-5dea-b5bc-f20b85ec4a69.html
1077172373	20221121	202211	2022	2022.8795	CVL	SETTLEMENT						CVL													1	030	030	03	1	4.0	10	1	10	-7.07964601769911	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20221221193000	https://www.wsiltv.com/news/50-states-sign-up-for-walmarts-opioid-settlement-framework/article_15bf5620-bed3-5dea-b5bc-f20b85ec4a69.html
1077172374	20221121	202211	2022	2022.8795	CVL	SETTLEMENT						CVL													1	050	050	05	1	3.5	10	1	10	-7.07964601769911	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20221221193000	https://www.wsiltv.com/news/50-states-sign-up-for-walmarts-opioid-settlement-framework/article_15bf5620-bed3-5dea-b5bc-f20b85ec4a69.html
1077172375	20221214	202212	2022	2022.9425	BUS	BOSS						BUS													0	017	017	01	1	0.0	5	1	5	0.67567567567567	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20221221193000	https://atlantablackstar.com/2022/12/21/romeo-miller-says-hes-finally-getting-his-first-check-from-rap-snacks-after-accusing-his-dad-of-never-paying-him/
1077172376	20221214	202212	2022	2022.9425	BUS	BUSINESS						BUS			GOV	CHIEF EXECUTIVE						GOV			1	040	040	04	1	1.0	10	1	10	-1.98019801980198	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20221221193000	https://economictimes.indiatimes.com/industry/services/retail/reliance-may-acquire-metro-ags-india-business-at-a-value-of-less-than-500-million/articleshow/96407121.cms
1077172377	20221214	202212	2022	2022.9425	GOV	CHIEF EXECUTIVE						GOV			BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	-1.98019801980198	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20221221193000	https://economictimes.indiatimes.com/industry/services/retail/reliance-may-acquire-metro-ags-india-business-at-a-value-of-less-than-500-million/articleshow/96407121.cms
1077172378	20221214	202212	2022	2022.9425	GOV	CHIEF EXECUTIVE						GOV			BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	-1.98019801980198	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20221221193000	https://economictimes.indiatimes.com/industry/services/retail/reliance-may-acquire-metro-ags-india-business-at-a-value-of-less-than-500-million/articleshow/96407121.cms
1077172379	20221214	202212	2022	2022.9425	MILMIL	COMMANDER						MIL	MIL												1	051	051	05	1	3.4	8	1	8	4.16666666666666	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	0								1	Ireland	EI	EI		53	-8	EI	20221221193000	https://www.unmultimedia.org/avlibrary/asset/2996/2996960/
1077172380	20221214	202212	2022	2022.9425	USA	SOUTH DAKOTA	USA																		1	060	060	06	2	6.0	10	1	10	-0.40816326530613	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20221221193000	https://drgnews.com/2022/12/21/state-government-agencies-provide-storm-assistance-to-south-dakota-tribes/
1077172381	20221214	202212	2022	2022.9425	USA	SOUTH DAKOTA	USA																		1	070	070	07	2	7.0	10	1	10	-0.40816326530613	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20221221193000	https://drgnews.com/2022/12/21/state-government-agencies-provide-storm-assistance-to-south-dakota-tribes/
1077172382	20221220	202212	2022	2022.9589	PER	PERUVIAN	PER																		1	120	120	12	3	-4.0	2	1	2	-4.22396856581533	4	Camisea, Cusco, Peru	PE	PE08	24080	-11.7175	-72.9453	-339438	0								4	Camisea, Cusco, Peru	PE	PE08	24080	-11.7175	-72.9453	-339438	20221221193000	http://www.marxist.com/peru-farce-of-early-election-solves-nothing.htm
1077172383	20221220	202212	2022	2022.9589	PERLEG	PERUVIAN	PER					LEG													1	120	120	12	3	-4.0	6	1	6	-4.22396856581533	4	Camisea, Cusco, Peru	PE	PE08	24080	-11.7175	-72.9453	-339438	0								4	Camisea, Cusco, Peru	PE	PE08	24080	-11.7175	-72.9453	-339438	20221221193000	http://www.marxist.com/peru-farce-of-early-election-solves-nothing.htm
1077172384	20221221	202212	2022	2022.9616											ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	2	1	2	3.36134453781512	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20221221193000	https://www.jpost.com/middle-east/article-725489
1077172385	20221221	202212	2022	2022.9616											ARE	DUBAI	ARE								1	036	036	03	1	4.0	3	1	3	3.36134453781512	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20221221193000	https://www.jpost.com/middle-east/article-725489
1077172386	20221221	202212	2022	2022.9616											BMU	BERMUDA	BMU								1	040	040	04	1	1.0	5	1	5	0	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20221221193000	https://www.royalgazette.com/politics/news/article/20221221/live-1pm-walter-roban-press-conference-on-food-security/
1077172387	20221221	202212	2022	2022.9616											BUS	COMPANY						BUS			1	020	020	02	1	3.0	3	1	3	1.07719928186714	0								4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	4	Hamburg, Hamburg, Germany	GM	GM04	40698	53.55	10	-1785434	20221221193000	https://www.pharmiweb.com/press-release/2022-12-21/asklepios-kliniken-asklepios-signs-off-on-first-ever-commercial-paper-program-for-eur-500-million
1077172388	20221221	202212	2022	2022.9616											BUS	BANK						BUS			0	040	040	04	1	1.0	4	1	4	1.70068027210884	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20221221193000	https://www.chinanationalnews.com/news/273247454/india-first-sco-ibc-meeting-held-with-focus-on-climate-finance-sdgs-creation-of-data-bank
1077172389	20221221	202212	2022	2022.9616											BUS	BANK						BUS			1	040	040	04	1	1.0	8	1	8	1.70068027210884	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20221221193000	https://www.chinanationalnews.com/news/273247454/india-first-sco-ibc-meeting-held-with-focus-on-climate-finance-sdgs-creation-of-data-bank
1077172390	20221221	202212	2022	2022.9616											BUS	BANK						BUS			1	040	040	04	1	1.0	2	1	2	1.70068027210884	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Astana, Gorod Astana, Kazakhstan	KZ	KZ05	37174	51.1811	71.4278	-2334218	20221221193000	https://www.chinanationalnews.com/news/273247454/india-first-sco-ibc-meeting-held-with-focus-on-climate-finance-sdgs-creation-of-data-bank
1077172391	20221221	202212	2022	2022.9616											BUS	COMPANY						BUS			0	040	040	04	1	1.0	12	1	8	0.98177886793098	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20221221193000	https://www.pharmiweb.com/press-release/2022-12-21/bone-densitometer-market-huge-business-growth-opportunities-by-2032-owing-to-increasing-prevalence
1077172392	20221221	202212	2022	2022.9616											BUS	BANK						BUS			1	046	046	04	1	7.0	10	1	10	1.70068027210884	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20221221193000	https://www.chinanationalnews.com/news/273247454/india-first-sco-ibc-meeting-held-with-focus-on-climate-finance-sdgs-creation-of-data-bank
1077172393	20221221	202212	2022	2022.9616											BUS	COMPANY						BUS			1	050	050	05	1	3.5	5	1	5	3.2258064516129	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20221221193000	https://www.musicbusinessworldwide.com/now-believe-muscles-in-on-majors-in-germany/
1077172394	20221221	202212	2022	2022.9616											BUS	AIRLINE						BUS			1	051	051	05	1	3.4	6	1	6	1.24378109452736	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20221221193000	https://www.foxbusiness.com/lifestyle/delta-air-lines-offer-free-wi-fi-flights-starting-2023-report
1077172395	20221221	202212	2022	2022.9616											BUS	BUSINESS						BUS			0	100	100	10	3	-5.0	10	1	10	2.09580838323354	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20221221193000	https://www.finanznachrichten.de/nachrichten-2022-12/57905737-more-than-movers-dose-moving-storage-gives-back-to-az-and-va-communities-200.htm
1077172396	20221221	202212	2022	2022.9616											BUS	BANK						BUS			1	130	130	13	3	-4.4	8	1	8	0.56406124093473	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20221221193000	https://www.wfmj.com/story/48003489/wyoming-bullishly-courts-crypto-even-after-collapse-of-ftx
1077172397	20221221	202212	2022	2022.9616											CAN	NEWFOUNDLAND AND LABRADOR	CAN								1	036	036	03	1	4.0	8	1	8	-3.29153605015674	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20221221193000	https://www.cbc.ca/news/canada/nova-scotia/snoddon-wednesday-weather-1.6693620
1077172398	20221221	202212	2022	2022.9616											CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	10	1	10	0.943396226415094	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20221221193000	https://www.ktbs.com/news/local/fellowship-of-christian-athletes-holds-annual-breakfast-ahead-of-independence-bowl/article_09cf5106-812d-11ed-885b-7fd755615ffe.html
1077172399	20221221	202212	2022	2022.9616											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	-2.56723716381418	0								3	Ione, Nevada, United States	US	USNV	NV023	38.9483	-117.588	860136	3	Ione, Nevada, United States	US	USNV	NV023	38.9483	-117.588	860136	20221221193000	https://www.dailydot.com/irl/chick-fil-a-calls-cops-over-sauce/
1077172400	20221221	202212	2022	2022.9616											COP	POLICE						COP			0	036	036	03	1	4.0	2	1	2	-3.28151986183075	0								3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	20221221193000	https://www.foxnews.com/us/santa-monica-property-owners-post-sign-in-shopping-area-saying-city-not-safe-due-crime-homelessness
1077172401	20221221	202212	2022	2022.9616											COP	DEPUTY						COP			1	036	036	03	1	4.0	10	1	10	-5.5045871559633	0								3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	20221221193000	https://www.fox5atlanta.com/news/georgia-deputy-accused-of-letting-inmate-sell-drugs-in-exchange-for-sex
1077172402	20221221	202212	2022	2022.9616											COP	POLICE CHIEF						COP			1	040	040	04	1	1.0	6	1	6	-8.63636363636363	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20221221193000	https://kelofm.com/2022/12/21/listen-sioux-falls-police-chief-jon-thum-details-tuesdays-officer-involved-shooting/
1077172403	20221221	202212	2022	2022.9616											COP	POLICE						COP			1	043	043	04	1	2.8	4	1	4	-4.3010752688172	0								3	Garrett County, Maryland, United States	US	USMD		39.5501	-79.2498	1711058	3	Garrett County, Maryland, United States	US	USMD		39.5501	-79.2498	1711058	20221221193000	https://www.cbsnews.com/baltimore/news/deputy-sheriff-killed-in-western-maryland-crash/
1077172404	20221221	202212	2022	2022.9616											COP	POLICE CHIEF						COP			1	060	060	06	2	6.0	6	1	6	-8.63636363636363	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20221221193000	https://kelofm.com/2022/12/21/listen-sioux-falls-police-chief-jon-thum-details-tuesdays-officer-involved-shooting/
1077172405	20221221	202212	2022	2022.9616											COP	DEPUTY						COP			1	084	084	08	2	7.0	2	1	2	-7.91666666666666	0								3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	20221221193000	https://www.13wmaz.com/article/news/local/bibb-county-deputy-arrested-after-inappropriate-contact-with-inmate/93-1531b955-63d9-42d8-9b6d-28141527b730
1077172406	20221221	202212	2022	2022.9616											COP	DEPUTY						COP			1	112	112	11	3	-2.0	2	1	2	-5.5045871559633	0								3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	3	Bibb County, Georgia, United States	US	USGA		32.8001	-83.6666	1672039	20221221193000	https://www.fox5atlanta.com/news/georgia-deputy-accused-of-letting-inmate-sell-drugs-in-exchange-for-sex
1077172407	20221221	202212	2022	2022.9616											COP	POLICE						COP			0	173	173	17	4	-5.0	20	1	10	-5.45454545454546	0								4	Ogoja, Cross River, Nigeria	NI	NI22	191286	6.65471	8.79764	-2022168	4	Ogoja, Cross River, Nigeria	NI	NI22	191286	6.65471	8.79764	-2022168	20221221193000	https://www.nationalaccordnewspaper.com/2023-ogoja-women-protest-against-alleged-political-arrest/
1077172408	20221221	202212	2022	2022.9616											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-5.85365853658537	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20221221193000	http://www.thesmokinggun.com/documents/crime/shamwow-wait-theres-more
1077172409	20221221	202212	2022	2022.9616											CRM	KILLERS						CRM			1	042	042	04	1	1.9	3	1	3	-1.26315789473684	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20221221193000	https://www.news8000.com/i/get-carter-flash-gordon-director-mike-hodges-dies-at-90/
1077172410	20221221	202212	2022	2022.9616											CRM	DEALER						CRM			1	042	042	04	1	1.9	10	1	10	-4.22960725075529	0								1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20221221193000	http://www.arabtimesonline.com/news/kuwaits-anti-drugs-systems-need-to-be-fortified/
1077172411	20221221	202212	2022	2022.9616											CVL	NEIGHBOURHOOD						CVL			0	042	042	04	1	1.9	5	1	5	-4.67289719626168	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20221221193000	https://www.thehindu.com/news/international/russia-calls-for-non-interference-after-us-ambassador-escapes-security-breach-in-dhaka/article66290029.ece
1077172412	20221221	202212	2022	2022.9616											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	4	1	4	-0.77444336882866	0								3	Pennsylvania State Police, Pennsylvania, United States	US	USPA		40.4723	-78.7484	1209105	3	Pennsylvania State Police, Pennsylvania, United States	US	USPA		40.4723	-78.7484	1209105	20221221193000	https://cumberlink.com/news/local/education/south-middleton-school-board-approves-job-description-continues-debate-for-adding-security-supervisor-officer/article_9b876ace-80c0-11ed-b495-8b52336ebc64.html
1077172413	20221221	202212	2022	2022.9616											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	6	1	6	-0.77444336882866	0								3	Cumberland County, Pennsylvania, United States	US	USPA		40.2504	-77.375	1209176	3	Cumberland County, Pennsylvania, United States	US	USPA		40.2504	-77.375	1209176	20221221193000	https://cumberlink.com/news/local/education/south-middleton-school-board-approves-job-description-continues-debate-for-adding-security-supervisor-officer/article_9b876ace-80c0-11ed-b495-8b52336ebc64.html
1077172414	20221221	202212	2022	2022.9616											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	8	1	8	-1.45985401459854	0								3	Polk County, Oregon, United States	US	USOR		44.8665	-123.451	1135862	3	Polk County, Oregon, United States	US	USOR		44.8665	-123.451	1135862	20221221193000	https://www.polkio.com/news/dallas-schools-avoid-worst-of-sickouts/article_d9eb1332-815c-11ed-96ca-fb2d3eb504de.html
1077172415	20221221	202212	2022	2022.9616											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	-1.45985401459854	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20221221193000	https://www.polkio.com/news/dallas-schools-avoid-worst-of-sickouts/article_d9eb1332-815c-11ed-96ca-fb2d3eb504de.html
1077172416	20221221	202212	2022	2022.9616											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	2	1	2	0.10702341137123	0								4	Scuola, Sicilia, Italy	IT	IT15	18396	36.8667	14.6333	-129332	4	Scuola, Sicilia, Italy	IT	IT15	18396	36.8667	14.6333	-129332	20221221193000	https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0273929
1077172417	20221221	202212	2022	2022.9616											EUR	EUROPE	EUR								1	042	042	04	1	1.9	10	1	10	2.41820768136558	0								4	Assisi, Umbria, Italy	IT	IT18	18411	43.0667	12.6167	-110824	4	Assisi, Umbria, Italy	IT	IT18	18411	43.0667	12.6167	-110824	20221221193000	https://www.foxnews.com/opinion/how-creche-beloved-christmas-tradition-came-from-humble-beginnings
1077172418	20221221	202212	2022	2022.9616											EUR	EUROPE	EUR								0	042	042	04	1	1.9	10	1	10	-1.0540184453228	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20221221193000	https://www.cbc.ca/radio/undertheinfluence/this-band-grounded-flights-at-heathrow-in-the-name-of-album-art-1.5437369
1077172419	20221221	202212	2022	2022.9616											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	2.99401197604791	0								4	Lochgilphead, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.0333	-5.41667	-2601807	4	Lochgilphead, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.0333	-5.41667	-2601807	20221221193000	https://www.campbeltowncourier.co.uk/2022/12/21/kintyre-haulier-saves-the-day/
1077172420	20221221	202212	2022	2022.9616											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	2.99401197604791	0								4	Mid Argyll, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.1	-5.26667	-2603002	4	Mid Argyll, Argyll and Bute, United Kingdom	UK	UKT8	40176	56.1	-5.26667	-2603002	20221221193000	https://www.campbeltowncourier.co.uk/2022/12/21/kintyre-haulier-saves-the-day/
1077172421	20221221	202212	2022	2022.9616											GOV	ATTORNEY GENERAL						GOV			1	013	013	01	1	0.4	5	1	5	-1.53015301530153	0								3	Chesapeake Bay, Maryland, United States	US	USMD		38.5168	-76.383	597227	3	Chesapeake Bay, Maryland, United States	US	USMD		38.5168	-76.383	597227	20221221193000	https://www.yorkdispatch.com/story/news/local/2022/12/21/federal-court-invalidates-50-year-license-for-marylands-conowingo-dam/69748113007/
1077172422	20221221	202212	2022	2022.9616											GOV	MAYOR						GOV			0	020	020	02	1	3.0	10	1	10	-6.8421052631579	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20221221193000	https://www.foxbusiness.com/retail/san-francisco-businesses-demand-full-tax-refund-city-coping-area-controlled-drug-dealers
